"id","year","month","day","lat","lon","catch_n","state","prim_op","lines","fhours","party","bt_live","bt_art","bt_dead","fm_troll","fm_chunk","fm_chum","depth","bathy","field.sst","oisst","primary","secondary","nao","amo"
"2003-23-07-75",2003,7,27,43.3333333333333,-70.1666666666667,0,"ME","Private",5,6,2,"No","No","Yes","No","No","Yes",-250,-107.6,16.67,15.6399993896484,"giant",NA,0.386999995,0.257
"2003-035701",2003,7,28,42,-70.3333333333333,0,"MA","Private",1,3,2,"Yes","No","No","Yes","No","No",-120,-47.2,16.67,16.8500003814697,"giant",NA,0.143000007,0.257
"2003-23-07-76",2003,7,28,42.8666666666667,-70.2333333333333,0,"ME","Charter",4,7,3,"Yes","No","No","No","Yes","No",-250,-107.1,16.67,16.7099990844727,"giant",NA,0.143000007,0.257
"2003-046902",2003,7,29,41.0833333333333,-70.0833333333333,0,"MA","Private",2,10,2,"No","No","Yes","Yes","No","No",-120,-20,20,18.7899990081787,"giant",NA,0.515999973,0.257
"2003-036501",2003,7,29,42,-70.3333333333333,0,"MA","Private",2,5,1,"No","No","Yes","No","No","Yes",-72,-47.2,20,17.1499996185303,"giant",NA,0.515999973,0.257
"2003-037102",2003,7,30,42.0166666666667,-70.2333333333333,0,"MA","Private",2,8,2,"Yes","No","No","No","No","No",-165,-45.9,20.56,17.6800003051758,"giant",NA,0.836000025,0.257
"2003-037101",2003,7,30,42,-70.3333333333333,0,"MA","Private",4,10,2,"Yes","No","Yes","Yes","Yes","Yes",-120,-47.2,20,17.1599998474121,"giant",NA,0.836000025,0.257
"2003-23-07-77",2003,7,30,42.8666666666667,-70.2333333333333,0,"ME","Charter",4,7,3,"Yes","No","No","No","Yes","No",-250,-107.1,16.67,16.8799991607666,"giant",NA,0.836000025,0.257
"2003-037601",2003,7,30,42.8666666666667,-70.5,0,"NH","Charter",3,10,2,"Yes","No","Yes","No","Yes","Yes",-210,-102.1,NA,16.4499988555908,"giant",NA,0.836000025,0.257
"2003-038703",2003,8,2,41,-71.3333333333333,0,"RI","Private",4,5,3,"Yes","No","No","No","No","Yes",-180,-45.9,20,21.5,"giant",NA,0.173999995,0.396
"2003-041001",2003,8,3,42,-70.3333333333333,0,"MA","Private",2,8,1,"Yes","No","No","No","No","No",-100,-47.2,20.56,18.1900005340576,"giant",NA,-0.033,0.396
"2003-041902",2003,8,4,42,-70.3333333333333,0,"MA","Private",2,8,1,"Yes","No","No","No","No","No",-100,-47.2,20.56,17.9599990844727,"giant",NA,-0.465999991,0.396
"2003-041901",2003,8,4,42,-70.3333333333333,0,"MA","Private",1,4,1,"Yes","No","No","No","No","No",-80,-47.2,20,17.9599990844727,"giant",NA,-0.465999991,0.396
"2003-23-08-1",2003,8,4,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,8,4,"Yes","No","Yes","No","Yes","Yes",-210,-107.6,18.89,17.4400005340576,"giant",NA,-0.465999991,0.396
"2003-041708",2003,8,4,40,-71.3333333333333,0,"RI","Private",6,4,4,"No","Yes","No","Yes","No","No",-900,-247.5,23.89,23.5399990081787,"large med",NA,-0.465999991,0.396
"2003-042401",2003,8,5,42,-70.3333333333333,0,"MA","Private",2,3,1,"Yes","No","No","Yes","No","No",-120,-47.2,20,17.1000003814697,"giant",NA,-0.792999983,0.396
"2003-042210",2003,8,5,40,-71.3333333333333,0,"RI","Private",4,5,3,"No","Yes","No","Yes","No","No",-600,-247.5,23.33,23.5399990081787,"large med",NA,-0.792999983,0.396
"2003-042207",2003,8,5,40,-71.3333333333333,0,"RI","Charter",6,24,4,"No","Yes","No","Yes","No","No",-600,-247.5,23.33,23.5399990081787,"large med",NA,-0.792999983,0.396
"2003-042212",2003,8,5,40,-71.3333333333333,0,"RI","Private",6,4,4,"No","Yes","No","Yes","No","No",-2000,-247.5,23.89,23.5399990081787,"large med",NA,-0.792999983,0.396
"2003-043701",2003,8,6,41.2666666666667,-69.2833333333333,0,"MA","Private",2,14,2,"Yes","No","No","No","No","No",-180,-75.9,17.78,15.4699993133545,"giant",NA,-0.829999983,0.396
"2003-045901",2003,8,7,42,-70.3333333333333,0,"MA","Private",2,8,1,"No","No","Yes","No","No","Yes",-72,-47.2,20,18.2899990081787,"giant",NA,-0.609000027,0.396
"2003-23-08-10",2003,8,7,43.5,-69.9166666666667,0,"ME","Charter",4,10,3,"Yes","No","No","No","Yes","No",-220,-115.9,20.56,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-12",2003,8,7,43.4166666666667,-69.7,0,"ME","Private",4,12,3,"Yes","No","No","No","Yes","No",-270,-130.6,20.56,17.9300003051758,"giant",NA,-0.609000027,0.396
"2003-23-08-13",2003,8,7,43.5166666666667,-69.9666666666667,0,"ME","Private",3,10,3,"No","No","Yes","No","Yes","No",-200,-88.1,NA,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-16",2003,8,7,43.5,-69.9166666666667,0,"ME","Private",4,12,5,"Yes","Yes","Yes","Yes","Yes","Yes",-180,-115.9,20.56,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-18",2003,8,7,43.5,-69.9166666666667,0,"ME","Private",4,10,3,"Yes","No","Yes","No","Yes","Yes",-190,-115.9,NA,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-19",2003,8,7,43.5,-69.9166666666667,0,"ME","Private",3,12,2,"Yes","No","Yes","No","Yes","No",-220,-115.9,20.56,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-20",2003,8,7,43.5,-69.9166666666667,0,"ME","Private",3,10,4,"Yes","No","Yes","No","Yes","No",-220,-115.9,20,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-21",2003,8,7,43.1666666666667,-70.0833333333333,0,"ME","Private",4,12,3,"Yes","No","Yes","No","Yes","Yes",-200,-154.5,20.56,17.4099998474121,"giant",NA,-0.609000027,0.396
"2003-23-08-3",2003,8,7,43.25,-70.2833333333333,0,"ME","Charter",2,11,3,"Yes","No","Yes","No","Yes","No",-150,-88.2,17.78,17.4200000762939,"giant",NA,-0.609000027,0.396
"2003-23-08-7",2003,8,7,43.1666666666667,-70.0833333333333,0,"ME","Private",4,9,4,"Yes","Yes","Yes","Yes","Yes","Yes",-160,-154.5,17.22,17.4099998474121,"giant",NA,-0.609000027,0.396
"2003-23-08-8",2003,8,7,43.5,-69.9166666666667,1,"ME","Private",3,6,2,"Yes","No","Yes","No","Yes","No",-240,-115.9,NA,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-14",2003,8,7,43.5,-69.7,0,"ME","Charter",4,8,7,"Yes","No","Yes","No","Yes","Yes",-300,-124.3,18.89,18.4400005340576,"giant",NA,-0.609000027,0.396
"2003-23-08-17",2003,8,7,43.1666666666667,-70.0833333333333,0,"ME","Private",4,10,3,"Yes","No","Yes","No","Yes","No",-220,-154.5,19.44,17.4099998474121,"giant",NA,-0.609000027,0.396
"2003-23-08-5",2003,8,7,43.25,-70.2833333333333,0,"ME","Private",4,10,4,"Yes","No","No","No","Yes","No",-160,-88.2,18.33,17.4200000762939,"giant",NA,-0.609000027,0.396
"2003-23-08-6",2003,8,7,43.3333333333333,-70.1666666666667,0,"ME","Private",3,7,3,"Yes","No","Yes","No","Yes","Yes",-210,-107.6,18.89,17.7099990844727,"giant",NA,-0.609000027,0.396
"2003-23-08-9",2003,8,7,43.3333333333333,-70.1666666666667,0,"ME","Charter",3,7,6,"No","No","Yes","No","Yes","No",-210,-107.6,16.67,17.7099990844727,"giant",NA,-0.609000027,0.396
"2003-23-08-11",2003,8,7,43.5,-69.9166666666667,0,"ME","Charter",4,12,3,"Yes","No","Yes","No","Yes","Yes",-200,-115.9,NA,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-15",2003,8,7,43.5,-69.9166666666667,0,"ME","Charter",2,4,2,"No","Yes","No","Yes","No","No",-150,-115.9,18.89,18.3500003814697,"giant",NA,-0.609000027,0.396
"2003-23-08-4",2003,8,7,43.3333333333333,-70.1666666666667,0,"ME","Private",4,8,3,"No","No","Yes","No","No","No",-210,-107.6,19.44,17.7099990844727,"giant",NA,-0.609000027,0.396
"2003-044101",2003,8,7,42.8333333333333,-70.4166666666667,0,"NH","Private",4,8,4,"Yes","No","Yes","No","Yes","Yes",-226,-128.5,16.67,17.1700000762939,"giant",NA,-0.609000027,0.396
"2003-046001",2003,8,8,42.0833333333333,-70.1333333333333,0,"MA","Private",3,8,3,"Yes","No","No","Yes","No","No",-100,-11.2,18.33,18.9099998474121,"giant",NA,-0.218999997,0.396
"2003-23-08-36",2003,8,8,43.2166666666667,-69.6666666666667,0,"ME","Private",3,8,4,"Yes","No","Yes","No","Yes","No",-220,-103.5,21.11,17.7600002288818,"giant",NA,-0.218999997,0.396
"2003-23-08-25",2003,8,8,43.3333333333333,-70.25,0,"ME","Private",3,7,3,"Yes","No","Yes","No","Yes","Yes",-221,-66.5,18.89,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-26",2003,8,8,43.3333333333333,-70.25,0,"ME","Private",3,3,3,"Yes","No","Yes","No","Yes","No",-230,-66.5,20,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-31",2003,8,8,43.1666666666667,-69.5,0,"ME","Charter",3,10,2,"Yes","No","Yes","Yes","Yes","No",-220,-121.8,NA,17.3699989318848,"giant",NA,-0.218999997,0.396
"2003-23-08-32",2003,8,8,43.5166666666667,-69.9666666666667,1,"ME","Private",3,10,3,"No","No","Yes","No","Yes","No",-200,-88.1,NA,18.1000003814697,"giant",NA,-0.218999997,0.396
"2003-23-08-33",2003,8,8,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,6,2,"Yes","No","No","No","Yes","No",-200,-107.6,18.89,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-34",2003,8,8,43.3333333333333,-70.25,0,"ME","Private",4,10,4,"Yes","No","Yes","No","Yes","No",-165,-66.5,18.33,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-35",2003,8,8,43.3333333333333,-70.25,0,"ME","Private",3,10,1,"No","Yes","No","Yes","No","No",-240,-66.5,NA,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-38",2003,8,8,43.1666666666667,-70.0833333333333,0,"ME","Private",4,10,3,"Yes","No","Yes","No","Yes","No",-220,-154.5,19.44,17.7799987792969,"giant",NA,-0.218999997,0.396
"2003-23-08-39",2003,8,8,43.4166666666667,-69.7,0,"ME","Charter",4,18,3,"Yes","No","No","No","No","No",-300,-130.6,20,17.8599987030029,"giant",NA,-0.218999997,0.396
"2003-23-08-28",2003,8,8,43.5,-69.9166666666667,0,"ME","Private",3,8,2,"Yes","No","Yes","No","Yes","No",-220,-115.9,NA,18.1000003814697,"giant",NA,-0.218999997,0.396
"2003-23-08-30",2003,8,8,43.4166666666667,-70.05,0,"ME","Private",4,8,2,"Yes","No","No","No","Yes","No",-250,-110.9,20.56,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-24",2003,8,8,43.5,-69.9166666666667,1,"ME","Private",4,3,2,"No","No","Yes","No","Yes","No",-190,-115.9,NA,18.1000003814697,"giant",NA,-0.218999997,0.396
"2003-23-08-40",2003,8,8,43.1666666666667,-70.0833333333333,0,"ME","Private",4,12,3,"Yes","No","Yes","No","Yes","Yes",-200,-154.5,20.56,17.7799987792969,"giant",NA,-0.218999997,0.396
"2003-23-08-22",2003,8,8,43.3333333333333,-70.1666666666667,0,"ME","Private",4,8,4,"Yes","No","No","No","Yes","No",-230,-107.6,17.78,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-29",2003,8,8,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,8,4,"Yes","No","Yes","No","Yes","No",-260,-107.6,17.22,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-23",2003,8,8,43.3333333333333,-70.1666666666667,0,"ME","Private",4,9,3,"No","No","Yes","No","No","No",-270,-107.6,19.44,17.8899993896484,"giant",NA,-0.218999997,0.396
"2003-23-08-27",2003,8,8,43.5,-69.9166666666667,0,"ME","Charter",4,6,3,"Yes","No","No","No","Yes","No",-270,-115.9,20.56,18.1000003814697,"giant",NA,-0.218999997,0.396
"2003-23-08-37",2003,8,8,43.5,-69.9166666666667,0,"ME","Private",4,12,5,"Yes","Yes","Yes","Yes","Yes","Yes",-180,-115.9,20.56,18.1000003814697,"giant",NA,-0.218999997,0.396
"2003-056002",2003,8,9,42.9166666666667,-70.1666666666667,0,"MA","Private",3,7,3,"No","No","Yes","No","No","Yes",-200,-100.7,18.89,18.5399990081787,"giant",NA,0.500999987,0.396
"2003-046101",2003,8,9,42,-70.3333333333333,0,"MA","Private",2,9,1,"Yes","No","No","No","Yes","No",-120,-47.2,20,19.1299991607666,"giant",NA,0.500999987,0.396
"2003-056001",2003,8,9,42.9166666666667,-70.4166666666667,0,"MA","Private",4,7,2,"No","No","Yes","No","Yes","No",-200,-74.1,18.33,18.1599998474121,"giant",NA,0.500999987,0.396
"2003-23-08-46",2003,8,9,43.5,-69.9166666666667,0,"ME","Private",3,6,2,"Yes","No","No","No","No","Yes",-230,-115.9,NA,18.3199996948242,"giant",NA,0.500999987,0.396
"2003-23-08-53",2003,8,9,43.4166666666667,-69.7,0,"ME","Charter",4,13,3,"Yes","No","No","No","Yes","No",-300,-130.6,20,18.3699989318848,"giant",NA,0.500999987,0.396
"2003-23-08-47",2003,8,9,43.25,-70.2833333333333,0,"ME","Charter",4,8,4,"Yes","No","Yes","No","Yes","No",-200,-88.2,NA,18.1800003051758,"giant",NA,0.500999987,0.396
"2003-23-08-48",2003,8,9,43.25,-70.2833333333333,0,"ME","Private",1,5,3,"Yes","No","No","Yes","Yes","No",-250,-88.2,18.33,18.1800003051758,"giant",NA,0.500999987,0.396
"2003-23-08-50",2003,8,9,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,6,2,"Yes","No","No","No","Yes","No",-200,-107.6,18.89,18.3500003814697,"giant",NA,0.500999987,0.396
"2003-23-08-51",2003,8,9,43.5,-69.9166666666667,0,"ME","Private",4,8,2,"Yes","No","Yes","No","Yes","Yes",-200,-115.9,NA,18.3199996948242,"giant",NA,0.500999987,0.396
"2003-23-08-52",2003,8,9,43.25,-70.2833333333333,0,"ME","Private",3,11,4,"No","No","Yes","No","Yes","No",-190,-88.2,22.78,18.1800003051758,"giant",NA,0.500999987,0.396
"2003-23-08-55",2003,8,9,43.4166666666667,-70.25,0,"ME","Private",4,10,3,"Yes","No","Yes","No","Yes","No",-220,-78.4,17.78,18.3500003814697,"giant",NA,0.500999987,0.396
"2003-23-08-43",2003,8,9,43.3333333333333,-70.1666666666667,1,"ME","Private",9,9,2,"No","No","Yes","No","No","No",-210,-107.6,19.44,18.3500003814697,"giant",NA,0.500999987,0.396
"2003-23-08-44",2003,8,9,43.5,-69.9166666666667,0,"ME","Private",6,10,4,"Yes","No","Yes","Yes","Yes","No",-275,-115.9,21.11,18.3199996948242,"giant",NA,0.500999987,0.396
"2003-23-08-45",2003,8,9,43.5,-69.8333333333333,0,"ME","Charter",5,10,5,"Yes","No","No","Yes","Yes","No",-260,-110.2,21.11,18.3199996948242,"giant",NA,0.500999987,0.396
"2003-23-08-49",2003,8,9,43.1666666666667,-70.0833333333333,0,"ME","Private",4,12,3,"Yes","No","Yes","No","Yes","Yes",-200,-154.5,21.11,18.4099998474121,"giant",NA,0.500999987,0.396
"2003-23-08-54",2003,8,9,43.5,-69.9166666666667,0,"ME","Private",4,12,5,"Yes","Yes","Yes","Yes","Yes","Yes",-180,-115.9,20.56,18.3199996948242,"giant",NA,0.500999987,0.396
"2003-066401",2003,8,9,42.8333333333333,-70.4166666666667,0,"NH","Private",4,8,4,"Yes","No","Yes","No","Yes","Yes",-200,-128.5,16.67,18.1599998474121,"giant",NA,0.500999987,0.396
"2003-066403",2003,8,9,42.8666666666667,-70.3,0,"NH","Private",4,11,3,"Yes","No","Yes","No","Yes","No",-220,-114.8,17.78,18.1599998474121,"giant",NA,0.500999987,0.396
"2003-050704",2003,8,10,42.9166666666667,-70.1666666666667,0,"MA","Private",4,8,4,"Yes","No","No","No","No","Yes",-202,-100.7,17.78,18.2399997711182,"giant",NA,1.082000017,0.396
"2003-050702",2003,8,10,42.9166666666667,-70.1666666666667,0,"MA","Private",4,8,3,"No","Yes","No","Yes","No","No",-220,-100.7,NA,18.2399997711182,"giant",NA,1.082000017,0.396
"2003-047601",2003,8,10,42,-70.3333333333333,0,"MA","Private",2,5,1,"Yes","No","No","Yes","No","No",-120,-47.2,20,18.9099998474121,"giant",NA,1.082000017,0.396
"2003-050701",2003,8,10,42.9166666666667,-70.1666666666667,0,"MA","Private",4,5,3,"Yes","No","No","No","Yes","No",-190,-100.7,NA,18.2399997711182,"giant",NA,1.082000017,0.396
"2003-050801",2003,8,11,42.9166666666667,-70.1666666666667,0,"NH","Private",3,7,2,"Yes","No","No","No","Yes","No",-210,-100.7,16.67,17.7600002288818,"giant",NA,1.432999969,0.396
"2003-050201",2003,8,13,42,-70.3333333333333,0,"MA","Private",2,8,1,"Yes","No","No","Yes","No","No",-120,-47.2,20,18.6800003051758,"giant",NA,1.552999973,0.396
"2003-054301",2003,8,14,42,-70.3333333333333,1,"MA","Private",2,4,1,"Yes","No","No","No","No","No",-100,-47.2,20.56,18.75,"giant",NA,0.904999971,0.396
"2003-23-08-56",2003,8,14,43.45,-69.9666666666667,0,"ME","Charter",3,13,2,"Yes","No","Yes","No","Yes","No",-230,-117.8,19.44,17.5200004577637,"giant",NA,0.904999971,0.396
"2003-051401",2003,8,14,42.8,-70.3666666666667,0,"NH","Private",4,10,2,"Yes","No","No","No","Yes","Yes",-173,-112.9,19.44,19,"giant",NA,0.904999971,0.396
"2003-051001",2003,8,14,42.9166666666667,-70.4166666666667,0,"NH","Private",4,9,4,"Yes","No","Yes","No","Yes","No",-236,-74.1,20,19,"giant",NA,0.904999971,0.396
"2003-051004",2003,8,14,42.9166666666667,-70.1666666666667,0,"NH","Private",5,20,3,"Yes","No","Yes","No","Yes","No",-200,-100.7,17.78,18.9599990844727,"giant",NA,0.904999971,0.396
"2003-051802",2003,8,15,42.9166666666667,-70.4166666666667,0,"MA","Private",4,7,2,"Yes","No","No","No","No","Yes",-272,-74.1,NA,19.1000003814697,"giant",NA,0.75,0.396
"2003-051804",2003,8,15,42.9166666666667,-70.4166666666667,0,"MA","Private",4,8,2,"Yes","No","Yes","No","Yes","No",-220,-74.1,20.56,19.1000003814697,"giant",NA,0.75,0.396
"2003-23-08-60",2003,8,15,43.5,-69.7833333333333,0,"ME","Charter",4,9,2,"Yes","No","No","No","Yes","No",-300,-124.7,NA,16.8899993896484,"giant",NA,0.75,0.396
"2003-23-08-59",2003,8,15,43.4166666666667,-69.7,0,"ME","Charter",4,8,2,"No","No","Yes","Yes","Yes","No",-300,-130.6,NA,16.9300003051758,"giant",NA,0.75,0.396
"2003-23-08-62",2003,8,15,43.4166666666667,-69.7,1,"ME","Private",2,3,2,"No","No","Yes","No","Yes","Yes",-325,-130.6,20.56,16.9300003051758,"giant",NA,0.75,0.396
"2003-23-08-57",2003,8,15,43.3333333333333,-70.25,0,"ME","Private",3,10,3,"Yes","No","No","No","Yes","No",-250,-66.5,20.56,17.8899993896484,"giant",NA,0.75,0.396
"2003-23-08-58",2003,8,15,43.3333333333333,-70.1666666666667,0,"ME","Private",5,8,2,"Yes","No","Yes","No","No","No",-246,-107.6,19.44,17.8899993896484,"giant",NA,0.75,0.396
"2003-23-08-63",2003,8,15,43.4166666666667,-69.7,1,"ME","Private",3,6,2,"Yes","No","Yes","No","Yes","No",-210,-130.6,NA,16.9300003051758,"giant",NA,0.75,0.396
"2003-062901",2003,8,15,42.8333333333333,-70.3333333333333,0,"NH","Private",5,8,3,"No","No","Yes","No","No","Yes",-240,-46,20.56,19.1000003814697,"giant",NA,0.75,0.396
"2003-062902",2003,8,15,42.9166666666667,-70.1666666666667,0,"NH","Private",4,12,4,"Yes","No","Yes","No","Yes","No",-210,-100.7,21.67,19.0299987792969,"giant",NA,0.75,0.396
"2003-062903",2003,8,15,42.9166666666667,-70.1666666666667,0,"NH","Charter",3,10,6,"No","No","Yes","Yes","No","No",-200,-100.7,18.89,19.0299987792969,"giant",NA,0.75,0.396
"2003-074302",2003,8,16,42.1666666666667,-70.25,0,"MA","Private",3,7,3,"No","No","Yes","No","No","Yes",-200,-28.8,18.89,19.3899993896484,"giant",NA,0.671999991,0.396
"2003-074312",2003,8,16,41.6833333333333,-69.5833333333333,0,"MA","Private",6,8,3,"No","Yes","No","Yes","No","No",-175,-127.6,20,18.2799987792969,"giant",NA,0.671999991,0.396
"2003-055906",2003,8,16,40.1,-68.95,0,"MA","Private",5,8,3,"No","Yes","No","Yes","No","No",-766,-170.9,25,23.5100002288818,"giant",NA,0.671999991,0.396
"2003-055907",2003,8,16,40.1,-68.95,0,"MA","Private",8,8,5,"No","Yes","No","Yes","No","No",-900,-170.9,25.56,23.5100002288818,"giant",NA,0.671999991,0.396
"2003-074303",2003,8,16,42.1666666666667,-70.25,0,"MA","Private",3,8,5,"Yes","No","Yes","Yes","No","No",-200,-28.8,NA,19.3899993896484,"giant",NA,0.671999991,0.396
"2003-055908",2003,8,16,40.1,-68.95,0,"MA","Private",8,6,3,"No","No","Yes","Yes","No","No",-700,-170.9,24.44,23.5100002288818,"giant",NA,0.671999991,0.396
"2003-055909",2003,8,16,40.1,-68.95,0,"MA","Charter",10,7,6,"No","Yes","No","Yes","No","No",-700,-170.9,23.33,23.5100002288818,"giant",NA,0.671999991,0.396
"2003-054401",2003,8,16,42,-70.3333333333333,0,"MA","Private",2,5,2,"Yes","No","No","Yes","No","No",-120,-47.2,20,19.3999996185303,"giant",NA,0.671999991,0.396
"2003-055903",2003,8,16,41.2666666666667,-69.2833333333333,0,"MA","Private",7,8,5,"No","Yes","Yes","Yes","No","No",-200,-75.9,22.78,17.4699993133545,"giant",NA,0.671999991,0.396
"2003-055905",2003,8,16,40.75,-70.9166666666667,0,"MA","Private",6,6,6,"No","Yes","No","Yes","No","No",-250,-59,22.22,23.5,"giant",NA,0.671999991,0.396
"2003-055911",2003,8,16,40,-69.6166666666667,0,"MA","Private",7,4,6,"No","Yes","Yes","Yes","No","No",-525,-200.2,25,24.7899990081787,"giant",NA,0.671999991,0.396
"2003-055912",2003,8,16,40,-69.6166666666667,0,"MA","Private",8,5,4,"No","Yes","Yes","Yes","No","No",-600,-200.2,26.67,24.7899990081787,"giant",NA,0.671999991,0.396
"2003-055914",2003,8,16,40,-69.6166666666667,0,"MA","Private",8,6,5,"No","Yes","No","Yes","No","No",-700,-200.2,25.56,24.7899990081787,"giant",NA,0.671999991,0.396
"2003-074304",2003,8,16,42.1666666666667,-70.25,0,"MA","Private",4,5,12,"No","Yes","Yes","Yes","No","No",-200,-28.8,NA,19.3899993896484,"giant",NA,0.671999991,0.396
"2003-074306",2003,8,16,42.1666666666667,-70.25,0,"MA","Private",1,3,4,"No","No","Yes","Yes","No","No",-250,-28.8,NA,19.3899993896484,"giant",NA,0.671999991,0.396
"2003-074307",2003,8,16,42.9166666666667,-70.1666666666667,0,"MA","Charter",4,7,7,"Yes","No","Yes","No","Yes","No",-233,-100.7,16.67,19.3500003814697,"giant",NA,0.671999991,0.396
"2003-074308",2003,8,16,42.1666666666667,-70.25,0,"MA","Private",4,8,4,"Yes","No","No","No","Yes","No",-145,-28.8,19.44,19.3899993896484,"giant",NA,0.671999991,0.396
"2003-074309",2003,8,16,42.1666666666667,-70.25,0,"MA","Private",2,4,7,"No","Yes","No","Yes","No","No",-180,-28.8,17.22,19.3899993896484,"giant",NA,0.671999991,0.396
"2003-074310",2003,8,16,42.4166666666667,-70.4166666666667,0,"MA","Private",3,9,4,"Yes","No","No","No","Yes","No",-175,-32.5,20,19.439998626709,"giant",NA,0.671999991,0.396
"2003-074301",2003,8,16,42.9166666666667,-70.1666666666667,0,"MA","Private",4,4,3,"No","No","Yes","No","No","Yes",-206,-100.7,19.44,19.3500003814697,"giant",NA,0.671999991,0.396
"2003-074305",2003,8,16,42.8333333333333,-70.3333333333333,0,"MA","Private",4,6,5,"No","No","Yes","Yes","No","No",-280,-46,18.89,19.4200000762939,"giant",NA,0.671999991,0.396
"2003-23-08-64",2003,8,16,43.3333333333333,-70.1666666666667,0,"ME","Private",3,8,3,"Yes","No","Yes","No","Yes","No",-225,-107.6,17.78,17.8899993896484,"giant",NA,0.671999991,0.396
"2003-063003",2003,8,17,42.9166666666667,-70.1666666666667,0,"MA","Private",4,7,2,"Yes","No","Yes","No","Yes","No",-200,-100.7,NA,19.5699996948242,"giant",NA,0.629999995,0.396
